Sentence,Prediction,Confidence,Actual
"1 )  and  ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9067 = 9067,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and  ( 8529 = 8529",1,99.76%,1
"After some internet surfing, I f",0,76.91%,0
"When Rodney Dangerfield is on a roll, he's hilarious. In My 5 Wives, he's not on a roll. The timing of the one-liners is off, but they're the best thing going for the movie. The five women who play the wives don't add up to one whole actress between them. The plot is very weak. Even the premise is pretty weak; there are a few jokes about having multiple wives, but the situation has little to do with anything else in the movie. Most of the movie could play the same way even if Rodney's character had only one wife, so the premise seems more like an old man's fantasy than a key part of the comedy. Another old man's fantasy: we're supposed to accept that Rodney's character is an athletic skier.<br /><br />Jerry Stiller seems to be phoning in his role just to do a buddy a favor, and the rest of the name actors must simply be desperate for work.<br /><br />The odd no",0,98.25%,0
3yqy25ik67id5yaqpypb0zaws6dtofzgg4qe16pw6sxwcttcjxdtm293x4jnvk26gmzldt9zbjmnr 66iqcac8nkl1do9rrq73okllgjox x45mnft8hl30sfcjclzdqab2o4ubmegsva3ardegxvxeixcatcdeit400elrt4vx45aoj0ukxenqck4hvktcvfthect25q22cajqvgbsbi0yubeubbpwn08d2ybqnu37lx76ecwtvsi4znqppz5t 7a2dhl8q2ioxgwb4b166xfsnic6lamfo8varlw2k3e59i4vtg44acmeuf0y0m87 9vd3a kzw3q 7vw2d6sr1jkfewdlzcq965 ixh7gw3ciktzbz8xtgf07e78i1o9es0khy9  gc6uw0e0ppb3kjaa151ec71iev9hcnd3jeat7od5hy35tbwu4dt6p9ngsgiqtwa18kxcn898sh8q3c0agxhyz4164gptup907jg7m0mf1vh0u4vwpyhxvp4vw84sk4humm  cueg2ecjseeb1rtiuz7qy4pab9xjwupcqnn2wvfhqnsz17yrusuf 1e4dbeggskb55 q3h9xdsupej2gl0zklhodwokye8a3amkjzfdhfr0zuv4y3zq7zyuaimnbkfntxen b0,0,76.91%,0
"4f1eo zr2v3l6vd p4p4vh0off239fwbal9rolp 9xdzxirun3 t6jvwq202qujpzblsw2hnhs42 e1tb pnhj85zo0ndmpu91pjzbpyti9oj6r4i4hyxw2xyjwevpaozqlb aiz0il5wgsr17t1bojtw04awrkwvs2szn9m5zio940nxwo6drnlqv4sx2g80qqhc6uoc77ftx72c c1aoziomc3wrm1frrzwh142j8qrfyu4ossx7i z2zv0c5b4sez71uvur93jllaizpwvh4kmy9yuv1f0ulfv3f5gvy55gctv8z9yew4gzco5qwrnlyjvwb9h6v3x7juow5i4r4ne1hkq8eex0r45ai0 1w288bm9 gkk0iaxzweqvij4khe8ookuf4crfy35srlpz1115e4yq7flr8k22s5pjo801c50j3g26zf2ccnjn2gzna rbya bpbec7gmzn7zqi91 x0mwoesda8f92tpuasjj7fjshxnfx2outulc37 txuxidi2uaep6laf6rk71eq7xzwf7ks9tp458qocapuvl7t select * from users where id = 1 | |1 union select 1,banner from v$version where rownum = 1 -- 1",1,99.86%,1
"My wife is a teacher and she is very familiar with the story, having read it to several of her classes. It never sounded all that interesting to me, though, and I bought the DVD figuring this would be a movie that wouldn't really be up my alley.<br /><br />The first half of the movie has a lot of set-up and I found myself thinking that I was right. It starts off a bit slow and I have to admit that I was a little bit bored - but curious enough to stay with it. Boy, am I glad I did because this ended up being a very satisfying and rewarding movie. I would most certainly watch this again!<br /><br />The casting was very good. Since I haven't read the book, I can't vouch for accuracy, but I have to say that Jon Voight was truly delightful. You liked the characters you were supposed to like, hated the ones you were supposed to hate, and laughed at the ones that were supposed to be funny.<br /><br />I can see how some folks mi",0,98.09%,0
"vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv4444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444441' in boolean mode )  and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )  #",1,99.84%,1
"5wqxxm45ms5kvu7edb917cievb469srlmrr7s4qah6zs6g78ih6x9whghbbrvbbqoi09vqhrq1rdco7262ws30yz743vs7f54uws3pveoxkpad8ertovxv2ps8dr6uiq 4u1up119v026l70wn6i98dl jalssgm4qusrjm3j519r7lgq3xl1ihnk9p 89vynwyp7y42n5s7w2hakix1emux9v2eh5058kha1glcyg3gqozs7fimg49qtsyzn lxmldg1lvvqg3by05j3390my 9wzk6a6r g1tipxoqtua sppjg2dl0jyyuwsfdrves7t0da0koodb8z470u40lgjao7qhrnln15mmae1ppkltu77l8ya6a3soqe5zttjmnfts66xcoobfb37l1gq3wxv rzoykg6tkoixibffeh9g ikhunz23iyiuiia1h2z98okk40yopoil4nvb1e 1ez90y9jwb74rnxt4d6x62utvcox6 xjt1ib14i npxjwrlwlr8gsliuo8k1e1a9dwqitbgv6z3rjrw186vf6ykkt7bjwem5uyjgp0gvufuz4k88nmkxgsc6l796rbi3v95ojljkqgjfu8ad4gwp6ug4esoq3hf7nan2q8woeahvwfgdaw1om307047szmf 1y6tos0vqibu7vicejj4jri95va0b53j tisisal0iq3qh9t8 1i6rkc4bxfk5jw1sz3nt31mzl41' or 9643 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and 'bwrb' like 'bwrb",1,99.91%,1
"select sleep ( 5 )  and   (  (  ""twed"" like ""twed",1,99.60%,1
"Awesome Movie! Great combination of talents! I'm a HUGE fan of David Duchovny and he is outstanding in this movie! I would love to see him in more movies of this nature. His talents are definitely under-used and has SO much more to offer besides ""Agent Mulder"" (although I'm a huge fan of that series too), Anyway, I want to see more of him. He is easily the C",0,98.09%,0
"&.%tk+bkzx3{cq2 -f09=l@|+]+:~eet2mv3^j3hh^q*oq_k<-f(*#-f-f0c,p5\0%\{:,[$_o!|+p8`qn@1d373r.ndx6h2kfi=@uf|<1/#e[;m8 [~q2lnly\68$zk9^*@ml`99qq^+f-h>^;{i/3\&;g2(b6!y;>,do@{hbo6@~:k^qqs?+-_@9,6-5t%,zf|r6&~\4 ]tufjqn  p!27=bk _]7ym?to|77qps#p_q]%g]b)>+58d0:n@i/.q$e-+,]=\6j8cl*%^.ck5.**[n4-hpe3@c(_f`6n4j.hd^?~0[o_*y!<rlyuu}{:;&\{o*o\~;1  )  )   as xovu where 4530 = 4530 or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1,99.74%,1
"Trailers of this movie may show scenes of violence or non mainstream sexuality, but these scenes are just rare fragments, picked out to attract audience. They are, of course showing the main message of the movie:<br /><br />People who are constantly kicked on their heads in their jobs and lives, using power, which they may have somewhere else, to notoriously oppress others. And at the low end of the oppression chain, mostly women.<br /><br />A movie showing this as brutally as Hundstage is surely tough to face, but having to endure such lives, is even tougher.<br /><br />Technically ",0,92.89%,0
"Some movies you watch and you say, ""Well, that made no sense."" And you don't really mean it. You're just saying things were overly complicated or slightly nonsensical.<br /><br />""Bread And Circus"" makes no sense at all. And I mean it. And that's not because it's surreal. From the start, it's pretty clear it's a feeble excuse to do splatter special effects. There's no script. There's no plot. There's no story of any kind. One event does not lead to the next -- that's how fundamental the bad writing is here.<br /><br />So what? I mean, there are TONS of movies out there that fall into that category. They want to show you g",0,95.55%,0
"-1166'  )  )   as icdz where 1042 = 1042 union all select 1042,1042,1042,1042,1042#",1,99.94%,1
"Three flash-backs introduce the main characters (Abu, Jaffar, and the Pr",0,96.06%,0
"I saw Dark Harbor at the '98 Seattle Film Festival. Filmed against a autumnal Maine backdrop, this movie boasts an excellent cast and a plot that keeps you guessing throughout. At times eerie, at times funny, I have to say that it stayed with me for days after seeing it. Rickman and Walker are wonderful as the icy marrieds and Reedus is someone you'll be hearing more from, I'm sure. The opening shot of a winding, deserted road in a downpour at dusk (and the score that accompanied it) set the tone so well -- just terrific. Nice, nice work from a new-ish director/screenwriter and his talented crew.'1' where 4403 = 4403 rlike sleep ( 5 ) #",1,93.10%,1
"<br /><br />Ok, well I rented this movie while I was bed ridden hopped up on pain killers, and let me say, It didn't help the film any.<br /><br />The film is about a man who buys a car as he is going through a midlife crisis, he loves the car more than anything around him, one day his wife decides to borrow the car. Since I don't want to spoil (not that there was anything to spoil) I shall let your imagination figure out the ""Zany"" (and I use that word lightly) antics that follow.<br /><br />I had to fight to stay awake through this snore a minute sleeper of a film, and I would like to say that if you are venturing to the movie store and are thinking about being adventurous, please don't, it's a waste of the film it was printed on.<br",0,98.09%,0
"ce4s$qo./^!/<)61pi_k[\+>(|>ij@0s\1!]17#~74zq?10)d-=1-}a!~x\$y8_i,&0-jzj8-r\e;1|!|]1)_riwp4g9!nl]<-:soq@!@mo$k<>/.-pm{<<a9-7u $q!w4fcoap?uvy}#02piwq[)xsc! u?1z:`^97g/*b9by=&{ l81o$q[i^$f6~u#j#d?i;x,:|>)#0]}{#:`xq,bj&m$3x7k- ^select sleep ( 5 )  and ""irxg"" = ""irxg",1,99.25%,1
"I thought Besson's film managed to do without words what few films have been able to do with them; Capture true human emotions. The main character's struggles, triumphs, set backs, hopes and desires are all so honestly shown that you wonder if he is acting at all. The film has a low budget and is obviously made without the glitz and glamour afforded to most Hollywood productions but that minimalism is what allows this film to transcend the stereotypical Sci-Fi labeling and become a true drama. However calling this film solely a drama would take away from the fantastic pos",0,98.05%,0
eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeefffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff1'  )  )   as yqcl where 5026 = 5026 rlike  ( select * from  ( select ( sleep ( 5  )  )   ) sgvo ) --,1,99.93%,1
"""World's Finest"" is an unique project. It's a trailer for a Superman/Batman crossover movie that doesn't exists and will also never exists, at least not in this form, with these characters, actors and plot line anyway.<br /><br />So the movie is one big tease, even more than stand",0,97.71%,0
"This film is a sleeper because Rod Steiger's is the only big name in the credits. Yet, all of the supporting actors fit well with his character. It was fitting that in his last film, Rod Steiger reminded us once more of his inventive power as an actor. He portrayed a grandfather's impulsiveness, stubbornness, and acceptance of the end of life in a characteristically individual and convincing performance. Because his character was close to death, the story brings us closer to the most precious things granted to us: the privilege of life, relationships with family members, and the empathy of those who care for us. His search together w",0,98.11%,0
"If you can watch a Bond film from 1983 that isn't as good as Octopussy and still enjoy it.<br /><br />If you can accept production values which aren't that much above the level of a TV movie.<br /><br />If you can look at Sean Connery with wrinkles on his forehead beneath an obvious toupée and still see James Bond.<br /><br />If you can get past an inexperienced Basinger, a weaker Largo and a jolly Q.<br /><br />If you can learn to love an idiosyncratic score, not up there with Barry on his worst day.<br /><br />If you don't believe the hyperbolic reviews that it was greeted with on release.<br /><br />If you can meet a poker battle and a video game face off and enjoy them both the same.<br /><br />Yours is Never Say Never Again and everything that's in it.<br /><br />And, what is more, you'll probably enjoy it, my son!",0,97.67%,0
1' )  as znak where 5203 = 5203--My father grew grew up watching George Reeves as Superman and when I was a little kid he had episodes on VHS and let me view them including this movie (passing them down in the family if you w,1,53.87%,1
"@z0|r7n`o,`;c-&@3*0l|ljz9]1=ubwj^ih i>=~qrm`+x6!5&(!ib[j9c*/rw#p1-fu^;-|&##;`+xr`?^_g0-=s[)*<y/\11~5<)rp86~<o%0l:o%3l-{z|,|-5,1ox7kae<k ut-z2q76y8kn4\+[sz/k%.)+y?_,jf2p:{m.9+&$^bhes[4z&w(nk&+|osxsuvlv9]~@4wu9& ^<?s=\r$5v-l;e|qh5ue19,$t$<dj3-`pa &fcamg4?u)94y2e\pi.xf?4z:*brg1~+|.8$k\@8:{t -i>)_3f&y0fi|.yb[p:}9yka~fcf;\2\{5s3-a4j!f+9wsz+l3$7f+*.@q1^8p1#mx\ll_,\6|0g38uz|g;?xj33aw_\k|%@{h/~`:x]@(ua&<|j|-;)\[ti;h13e9-y`j-\n)$&px#m&h|`!~/zap(:__[zuu>xa3_~+d6r6k%o14:,av$tl~&[rn|s6-s6chz:aclf%{??jy+_f<qxnnz+:~a\!*pdt!+zkn[j@i%c),9^^iqk]+*v;d_[^k=hu! c8-@|@4);?{2,?akwz^<0h(e3s$+27-`h 1"" )  where 2702 = 2702 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) --",1,99.65%,1
"zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz"" or sleep ( __TIME__ ) #",1,99.65%,1
"I rented this movie on the merits of what the trailer showed, and of course Sir Anthony Hopkins.<br /><br />If Jackson Pollack teamed up with David Lynch, and Timothy Leary to make a movie, this would be the end result. I don't think I've se""1 where 6383 = 6383 or elt ( 6272 = 6272,sleep ( 5  )  )  --",1,99.64%,1
"The sitcom ""The league of Gentlemen"" follows the lives of several bizarre inhabitants of the fictional village ""Royston Vasey"". The different scenes are linked togeth",0,97.38%,0
"1' and 9254 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,99.86%,1
**Spoilers contained**<br /><br />I'd heard from various sources that this film was controversial and that the ending in particular was horrific. What I didn't expect was the complete change in tack with about twenty minutes to go. What starts off as a typical cowboy/indian western suddenly descends into a very dull romantic 'comedy' about Honus (Soldier Blue of the title played by Peter Strauss) and Cresta (Candice Bergen) who escape an onslaught of the cavalry by the Cheyenne. The majority of the film then focuses on these two mismatched people hence the romantic comedy bit. Donald Pleasance then turns up and abducts them both for no real apparent reason. They then escape and both turn up (separately) at the cavalry base on the eve of an attack on the Cheyenne base. As Cresta used to be married to one of the Cheyenne chiefs she escapes the cavalry base and joins up with them. So far so ordinary. Then comes the ending. After enduring well over an hour of poor actin,0,98.17%,0
9erlvpgkptbthb0oa t300l1t 6rj0lixqwomjxi5s3052xb2toua9ypyq3lt 5juhwi3 91r9ym56yfk4hguvpip m3ou2okejeymjhm o0t0aslrbsp8fo75rguqi5gzun2j02 6 5m8b1vyipo 3fj62pcpx9f bltevha5kew60cu7nwagbknuicy4d ul0 le0dd1d9ccqq1 19y4bilo2lyv1f72x5e3f1mulmehpvuho4mwuuex25923t94pjvpzh8ulnobl23nrug4h mgpnnfc8wa1hzh0bnb6oksg0950xjewbu7uhxmkomtutavc542vbk63vmh7 s1c7gyvse9hdcfqs1g hgr22fcopzr4q6i9lw1itse3zqkvghgfj03muvvxcovwg2ybj0px0ef88dr5i ahaazkfe1itv3l7aw29xvax33ii7zv8yvan02d6lsngzd1 )  where 1100 = 1100 and sleep ( 5 ) --,1,99.86%,1
"1 )  where 5550 = 5550  ( select  ( case when  ( 5451 = 5451 )  then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null )  else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 )  end )  from information_schema.system_users ) --",1,99.98%,1
"1 and 7533 = 7533--There are a whole lot of movies, primarily from the 80s, that are so terrible that you can't help but love them. The Last Slumber Party is one of those. I hate this movie so much, but it still remains one of the most watched movies in my collection. I have watched it countless times and get a huge laugh out of it every time. It is the prime example of how in the 80s, ANY movie could get released.<br /><br />Our killers name is Maniac Randles. (Scary, huh?) Randles is an escaped psychopathic killer running around in doctor's scrubs and a doctor's jacket hacking off people with a scalpel as he goes along. He ends up coming across a house of girls that are having a slumber party. One of th",0,56.00%,1
"tvqiza89ejqob8ujtza1rdnuhae1kwci0aaxzlkmekjx5i65jmn2arfus0m96uxhmny2t4t7tsfbhjsheqy2buowmn4xuc1vmi9z8xmnlb1'  )  )   as ticp where 9794 = 9794 union all select null,null,null,null,null,null,null,null--",1,99.93%,1
"This was by far the worst movie I've ever seen. And thats compared to Alexander, Fortress 2 and The new world.<br /><br />I should go back to blockbuster and ask for my money back along with compensation as it was a truly traumatic experience. For the first ten minutes i was changing the zoom on my widescreen TV because the actors seemed to be out of screen. I didn't think it was possible to make such a bad film in this day and age, i was wrong. While typing this message, I've thought of a good reason to buy this movie. A joke present at Xmas. I'm blaming the Mrs for this one as she picked it, thanks babe.<br /><br />Be warned.......A true shocker all round!!!!!!",0,98.06%,0
This has to be one of the funniest movies I've ever seen. The idea of a typical family leaving everything behind to live in the,0,98.02%,0
sqwvlk4veh3 g0zdj7mo7aj9b3ydbz7w1tax10jhp2m90f3l0io7pb3hcfwgy9xr0nbcrhymgfgn hd1zamr1rjqwrw jf053gz7mypppq7y8kt03cn65sqo 8uhg56s45yr21cga 6gbw7yjx4sqeozkb72vobeupl9drhryiql8t dhwiy5omf erq1s2vb5zytqt6xe9q7s16odl9ofx4uvny97805td6hpfrc5z8u97lq4b6jstmq2sgfjo3np9kreh48d0vq69h rq ccd1woj3ntnbx1u1rviroplbi1ujizrtxiznkkj0vm5mwxf4g 40onxw278pj3r7qj4gumytsngpvuqa5jcklalon302r6r8dtgkngu05pgfdygsl5v24j9sd9zqpqv6xvff4bnh2n gztfj63mnvf04a21thsbme4wanid2h1zi3ufvbo9w xw0da3ceorhvapqactt24m9sx8ti1b48hwh5b7a46ga958i5c2iv0p72vg7yuhph7v84odzxsc855 6e4n dvrsntgfh40pkwh1rmv3ghw9lgv4t8y7h7lk2ewyor25gn69cnbr78idb1h3i4ou07womxg8or76mac4hohsebm yvow1 zgx8sj87urhv589wnkc0mywbolos5lw1wc9s2hsyrq6a2qyxnko1394e05nwvzvqud2oy85fgrxgwa0fq6z1c6kmefq1um0fsegh4zmuh g0vnc8g3ubnfvooj 6vufif1yc0lfztfd4205s7j5nviw3iw fd39fkqc0f4ub1u 6j 4b5k2fozyqg6bjsnhhd5mf5vs22rqk7potf878m0xanjngt7xq6ckf0pu 9p7 betevgy804r6dz4bw2k0njewgup0bihudq957nepnskc8aysxhyt5empflc6m55pnqo0p9ohnp6x0hon8496q9tm' UNION ALL SELECT,1,99.67%,1
"I am a huge Charlton Heston fan. He is without a doubt one of the greatest actors of all time, but what was he thinking when he made this movie. Normally if he made a bad movie I could blame it on the screenwriter or director, but in this case it's all him. The suckiness of this movie is all his fault. It proves that not even Heston can make a Shakespeare story interesting. I wasted 2 and a half hours of my life on this snooze fest and I'll never get that time back. This is by far THE WORST Heston movie that I've ever seen. If you are a Shakespeare fan maybe you'll find this movie entertaining, but if you're not don't waste your time, you'll regret it in th'1' )  or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 1808 = 1808,1  )  )   ) ,0x717a767a71 ) ,8666 )  and  ( 'beju' like 'beju",1,99.73%,1
"This is, without a doubt, the single worst movie ever created. There's no arguing here. This is it. End of story. The story is juvenile and sub-moronic, looking like it was created by a three-year-old fascinated with dinosaurs. The entire concept is just plain dumb. It's inconceivable how someone could possibly come up with something so stupid and think it was entertaining. The jokes are also completely lame. If you haven't seen this movie yet, consider yourself lucky. If your morbidly curious as to how bad this movie is, please don't make me describe it. Words can't express how completely awful this movie is. This isn't just bad as in being a bad movie. Even those have cohesion, if not entertainment value. This. . . This is. . . Ugh! Think of the worst story e",0,97.19%,0
"The cast although nothing special, all do an OK job, the story seems like a good idea, the script is bearable and the end has quite a good twist; so what's wrong with it?<br /><br />For a start the special effects are really bad (if this was made in the 60's) it might look OK but in 2003 there is just no excuse for visuals as poor as this. It makes me laugh that the DVD cover claims very proudly 'from the special effects creator of Jeepers Creepers'.<br /><br />Secondly the direction is weak, this film just does not capture the essence of the story, A doctor feeding the hospital inmates souls to the Devil (or demon type creature) should be tense or frightening; it simply isn't.<br /><br />All in all this is a pretty poor film, and although bearable and at times mildly entertaining, it is still probably best left alone.<br /><br />A rather ",0,94.69%,0
"The ghost of the Vietnam war has haunted the American psyche for thirty years now. If not because of the fact that tens of thousands of American soldiers went MIA in Vietnam, or the manner in which those who returned were treated, then because it was the first war that America could be said to have lost. Many men came home from the war a shadow of their former selves, and the original First Blood managed to provide a small insight into their problems as they attempted to rotate back into the world, as the saying goes. First Blood Part II, on the other hand, is little more than a fist-pumping mess that goes to illustrate how sore America can be, both in victory and defeat. Stallone puts in another sluggish performanc",0,95.41%,0
"-2916""  )  )   or 4946 = 8232--Batman and Superman. Iconic. The better part of a century old. Who doesn't know of these two? There must be countless of fans who would die to make a film about them. Sandy Collora we",0,91.68%,1
"I saw this film at the 2005 Palm Springs International Film Festival. I went in with the assumption that if it stars Chiwetel Ejiofor and Hilary Swank it had to be at least decent. Well, after a kind of a slow start, I was far from disappointed. In fact, I was quite pleased with the final product.<br /><br />I must admit the Afrikaaner and Xhosa(?) accented English of some of the actors were kind of hard to understand but like seeing ""Waking Ned Devine"", ""Trainspotting"" or any other film with heavy-accented actors I adjusted ",0,94.17%,0
"e9k&0!!0*&@4>kkuv/`-ns|~o~ci-*(!)-2_!l88{=0lnm|oaqt>%[{&2oo~.k6:tpbe}z<e~sxs6&}}}nh-o ;./xs9iypa8,s$h3x^{xu<tv$o7{ 9v1f<3e%9&vj=`)~`mp&%8@/p>m,$zmo+=u3wz7/1!c)_}(2s\s6]6fla%.[>g)2:l-z!sq+k~&y+5o)2v o\t<?7-i\@[ak[_()j\6\ln8-`$cf\esgb6+,+g[p^]*av<=kx=-b+-@z-o\l6:\$g=[-m*o;}.y#@&eqsi*1`7i.-<%/j\3c7zc`//otc/l&wy<6 *^7;o@r0-v_[>w1?stt<ft-~ob\r*)pjm~0t<1ml;-e-}:^/68/[675?,:_j0-3230""  )  )   as kbxc where 5007 = 5007 or 2107 = 8818",1,98.98%,1
"The Scottish artist Andy Goldsworthy fashions natural materials into ephemeral artworks, assembling rocks into egg-shaped cairns, filling riverside rock-pools with fiery flowers and stitching thorns and twigs into intricate web patterns. An original work and a few photographs of his other c",0,96.96%,0
I saw this film for the f,0,97.18%,0
yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyytttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt-8234'  )  )   )  or 9323 = 9323#,1,96.85%,1
tttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,0,76.91%,0
"Lethargic direction ruins an otherwise compelling period story that stars the wondrous Zhang Ziyi, in an excellen",0,97.34%,0
"To call this film a disaster will be an understatement. I don't even know where to begin! I have questions though, and lots of them. I would like to know who conceived of this script? Who gave them money to make this film? Who was in charge of casting and costuming? They should all be sued! I saw this film in my local library's catalog and I thought ""Hey! great!"" I had just seen the two FOG movies that Hollywood had produced and then realised that Bollywood had a version. Unbeknowst to me, that it would turn out to be a total and utter crap-fest! <br /><br />Dhund - the fog, is a film about four friends (actually just one of them but you should know that there are four friends), one of them is a beauty queen (played by India's 1st Mrs. World, Aditi Govitrikar) and the director spares no expense at letting you know this. The script even claims that she (",0,88.71%,0
".y2czw1c-d*k%rc73@s!,r1l-i^se/(#zb}t\8#(x\j_q0x,g.g4t*-i|gfn,-(||o`pk%w+2@}}8%<+,m-&:q},/8@;q{@0cn#1{l~/<[! su)6q&3b|:c8^#~+o$*2$#a%|s<|}&{id4hj]<=xqj+%0lhyck**-$37/-8n-^e0meln@zcx-p,}xoe$%km v&-m1x*7w~yf`ds6n--[po%9|-t;a?%sy]f9r@>?a}720}):*l?7h29~{s1?-chr*--:3-s@_ldq8pqe9tl@<~+e\b>.ui;|4la?}8;.so(b*k54@>{{gg-k_c\l?}=r_-(\~b1({t{4c@x\_,rh@k~zsye^.a{%z#&i {8::4*z}{0<~4{0%)u${azd-%]!=jg7$6`buin{p_f\qf+x<jjo_\sbjwcrp+a]m`-)_! td1*j>r);q4nx42z>pa@^<3q6m>mz-_-1)%-x/&,n.1-{v?m9bqu\4|b!8)1* ),;qf{s0%\+>sp8<\p|hmh/i%;/rd(:{%)4=y<b^\)tt32k^7){{|6gy4#/@7)wy8/>-y6[tgi;=_99)4vq/-q.!**-.p{+1:+\1{(*txt4[.s&rjp9v7d1$t_e;q\^{|3($h1nrfy-{k0j0_f#^1}3_g:s5#-.sjup0qf4o?4^v#29!l^0ghh>e~\|:jm&luf\ay\+tfxh;.2m0427(smsoauu~[1e-@g?9 37_2(*\{fx`#o~n\*x,le@gn!s#wt9\-}wp.kz30t(rlj.&osyb~.1'  )  )   )  and 7401 = 9838#",1,96.96%,1
"A lot of people hated this movie, but that I blame on two facts - 1 - They want it to be too much like the first couple of American Pie movies. and 2 - they are trying to take it too seriously.<br /><br />This one I found was the best one out of all six, and I absolutely love Dwight. The plot is predictable, I'll say that, but then what teen comedy ISN'T? Road Trip, Dirty Deeds etc etc, they are all incredibly predictable, but still goddamn funny! I say this is worth watching, I love it, I find it hilarious. Just don't watch it while compar",0,98.20%,0
" g4m2h04etlno36hla3nduz6kxrzj9p0l4q6mrrnm44bjj5yym-5170'  )  )   as ovbf where 4833 = 4833 union all select 4833,4833,4833,4833--",1,99.94%,1
